pid,rid,verb,verbstem,sentence,ISO3,object,objectcleanpp,objecttype,label1,label2,group
89406,46013,blew up,blew up,"The Communist Party of India-Maoist (CPI-Maoist) cadres blew up several forest buildings including a range office and inspection bungalow inside Sunabeda sanctuary in Nuapada District on September 16, reports Outlookindia.com.",IND,several forest buildings including a range office and inspection bungalow,several forest buildings including range office and inspection bungalow,asset/ infrastructure,,,NA
30247,18206,blown up,blown up,"While one of the CRPF vehicles carrying 12 para-military personnel crossed over, another truck was blown up killing three CRPF personnel and wounding four others.",IND,another truck,truck,asset/ infrastructure,,,NA
77312,40380,set,set ablaz,"Separately, the Maoists raided a newly-built block office at Bandhu Bagicha under Chanan Police station in the same District and set ablaze important files and documents.",IND,ablaze important files and documents,ablaze important files and documents,asset/ infrastructure,,,NA
135830,66665,attacked,attack,"They were living in the attacked compound for four months, the sources added.",PAK,compound,compound,asset/ infrastructure,,,NA
93670,48304,set,set ablaz,"Times of India reports that over 30 heavily armed Communist Party of India-Maoist (CPI-Maoist) cadres raided a construction site of Gammon India, and set ablaze one dumper truck and one road construction machine belonging to the company in Raghunathpur village under the Gurua Police Station of Gaya District on February 17.",IND,ablaze one dumper truck and one road construction machine belonging to the company in Raghunathpur village under the Gurua Police Station of Gaya District on February 17.,ablaze dumper truck and road construction machine belonging to company village gurua police station gaya district february,asset/ infrastructure,,,NA
117807,59074,set,set ablaz,"About 30 Maoist rebels arrived at the construction site and set fire to the vehicles, said Kiriburu Sub-Divisional Police Officer (SDPO) Arvind Kumar Singh.",IND,fire to the vehicles,fire to vehicles,asset/ infrastructure,,,NA
86892,44904,set,set ablaz,"When the drivers stopped along a hotel on National Highway, some unidentified militants attacked and set ablaze containers by resorting to indiscriminate firing.",PAK,ablaze containers,ablaze containers,asset/ infrastructure,,,NA
46523,26581,attacked,attack,"Meanwhile, two civilians, including a woman, were wounded when an Army convoy was attacked by terrorists at Kahanspora village in the Baramulla district.",IND,an Army convoy,army convoy,asset/ infrastructure,,,NA
32634,19398,neutralised,neutralis,"Separately, in the Mahore area of Udhampur district, the Army neutralised a terrorist hideout and recovered 19 UBGL grenades, seven Pakistan-make anti-personnel mines, 13 detonators, 28 detonator caps, four aluminum bottles, two RPG rounds, four charged RPG rockets, four detonators, 158 AK rounds and five hand grenades.",IND,a terrorist hideout,terrorist hideout,asset/ infrastructure,,,NA
16665,9797,blew up,blew up,"In violence perpetrated by the insurgents, four Village Development Committee (VDC) offices were damaged in attacks in Kavre, on the intervening night of September 4 and 5. Also, the insurgents blew up the residence of Intelligence official Deviram Sharma in Pyuthan.",NPL,the residence of Intelligence official Deviram Sharma in Pyuthan,residence intelligence official deviram sharma,asset/ infrastructure,,,NA
20823,12054,arrested,arrest,"Earlier reports had said that 15 of his associates, including his younger brother Noorul Haq alias Noora and Mushtaquim, had been arrested.",IND,"15 of his associates , including his younger brother Noorul Haq alias Noora and Mushtaquim ,",his associates including younger brother noorul haq alias noora and mushtaquim,person,,,NA
133179,65667,arrested,arrest,"On September 27, three members of a gang were arrested by the Police along with Fake Indian Currency Notes (FICN) with a face value of INR 165,000 from Karond area of Bhopal city, reports The Times of India.",IND,three members of a gang,members gang,person,,,NA
65462,34908,injured,injur,"According to Assam Tribune, a civilian was killed and four others injured in a grenade explosion near the Autonomous State Demand Committee (ASDC) office at Haflong in the North Cachar Hills district on September 15.",IND,four others,others,person,,,NA
89703,46157,killed,kill,Maoists had abducted seven Policemen on September 19 from Bhopalpatnam area of Bijapur District close to Andhra Pradesh border and had killed three of them a day later.,IND,three of them,them,person,,,NA
61661,33371,blew up,blew up,"According to eyewitnesses, the bomber blew himself up when police stopped an auto-rickshaw at the checkpoint near the office of an intelligence agency.",PAK,himself,himself,person,,,NA
52311,29288,arrested,arrest,"Four over-ground workers of the HM, Ghulam Nabi Wani, Sohail Mohiddin Dar, Farooq Ahmad Wani and Abdul Hamid Wani, were arrested at Sopore in the Baramulla district.",IND,"Four over- ground workers of the HM , Ghulam Nabi Wani , Sohail Mohiddin Dar , Farooq Ahmad Wani and Abdul Hamid Wani ,",over ground workers hm ghulam nabi wani sohail mohiddin dar farooq ahmad and abdul hamid,person,,,NA
79490,41476,killed,kill,"A key al Qaeda operative, Zohaib Al-Zahidi, and seven other foreigners were among 17 persons killed in two separate drone strikes in North Waziristan Agency of Federally Administered Tribal Areas (FATA) on December 17, according to Daily Times.",PAK,17 persons,persons,person,,,NA
107933,55089,arrested,arrest,"Elsewhere in the District, Sir Syed Police claimed to have arrested a target killer Qasim alias Paratha from the slums of Bilal Colony, recovering a TT pistol and stolen motorcycle, reported Daily Times.",PAK,a target killer Qasim alias Paratha from the slums of Bilal Colony,target killer qasim alias paratha slums,person,,,NA
8113,3745,killed,kill,At least 22 persons were killed and more than 100 injured in the blast.,BGD,At least 22 persons,least persons,person,,,NA
5337,2414,arrested,arrest,He was arrested in December 1997 and has been in jail since October 1998.,BGD,He,he,person,,,NA
42875,25083,wounded,wound,"At least five persons, including a 10-year-old boy and a woman, were killed and 16 persons wounded in a powerful explosion triggered by the United Liberation Front of Asom (ULFA) at Machkowa vegetable market in the Guwahati city of Kamrup district on June 9-evening, according to PTI.",IND,16 persons,persons,person,,,NA
45258,26010,killed,kill,The Website also claimed that 21 fleeing Internally Displaced Person's (IDP) were killed during the past 30 hours in artillery and aerial bombardment.,LKA,21 fleeing Internally Displaced Person 's ( IDP ),fleeing internally displaced person idp,person,,,NA
85123,44109,killed,kill,"Meanwhile, pro-Taliban (TTP) militants blew up a Government school for girls and a health centre at Khushal Kally in Mohmand Agency, while three people were killed in different incidents, officials said.",PAK,three people,people,person,,,NA
141933,69260,kidnapped,kidnap,"He further stated that two foreign nationals were abducted in 2012, two in 2013 and one was kidnapped in 2014, most probably from Karachi District of Sindh Province.",PAK,two in 2013 and one,and,person,,,NA
73022,38257,arrested,arrest,He had been arrested three months ago by Pakistani security agencies for leading a series of attacks on NATO supplies.,PAK,He,he,person,,,NA
79747,41589,blew up,blew up,"Four persons were killed and 24 others injured when a suicide bomber blew himself up near a security post in Peshawar on December 24, according to Daily Times.",PAK,himself,himself,person,,,NA
79605,41519,arrested,arrest,Those arrested initially tried to hoodwink the cops by maintaining that the chemical was meant for use as fertiliser.,IND,Those,,person,,,NA
48066,27283,attacked,attack,"A leader of the Dima Halim Daogah (DHD), Arnol Ponglu, was killed and two cadres were injured when militants of the Black Widow, the anti-talks' faction of the outfit led by Jewel Garlossa, attacked them at Umrangshu in the North Cachar Hills district on December 13-night, reports Telegraph.",IND,them at Umrangshu,them,person,,,NA
132430,65356,arrested,arrest,"The Shillong Times reports that even as the Tura Police arrested 10 activists propounding the cause of a separate Garoland, the Garo Hills State Movement Committee (GHSMC), on September 12, temporarily called off its ongoing indefinite Garo Hills bandh (general shutdown).",IND,10 activists,activists,person,,,NA
31120,18617,killed,kill,"According to Daily Star, a former cadre of the Purbo Banglar Communist Party (PBCP-Janajuddho), Kawser alias Kasr was killed by police personnel at Malihad Canalpara in Mirpur sub-district in Kushtia district on October 16.",BGD,Kawser alias Kasr,kawser alias kasr,person,,,NA
78929,41209,blew up,blew up,"PTI reports that Maoists shot at and injured two persons, blew up a culvert and set ablaze four vehicles at Chatra as they ended their two-day Jharkhand shutdown in the night of November 30.",IND,a culvert,culvert,person,,,NA
134006,66017,injured,injur,"We have filed a damage suit against pressure groups that are agitating for the implementation of the ILP system in Meghalaya during which several persons were injured and property damaged, a senior Government official said.",IND,several persons,several persons,person,,,NA
12406,7100,arrested,arrest,"""The government will not take any further action against those activists of the banned groups who were arrested but had no criminal charges or having no FIR registered against them,"" announced Haider.",PAK,the banned groups who,banned groups who,person,,,NA
54822,30535,killed,kill,"According to Dainik Bhaskar, two Salwa Judum (anti-Maoist civil militia movement) activists, Vacham Budaru and Vacham Kariya, were <fc><be><8c><93><a4><bc>interrogated' and killed by around 50-60 cadres of the Communist Party of India-Maoist (CPI-Maoist) at Punedhvaya village in the Bijapur district on September 10-night.",IND,"activists , Vacham Budaru and Vacham Kariya , < fc",activists vacham budaru and kariya fc,person,,,NA
24592,14790,arrested,arrest,"Unnamed police officials in Mumbai are reported to have informed the media on September 2 that one of the four suspects arrested in the Mumbai-twin bomb blasts case claimed that some officials at the Pakistan consulate in Dubai, United Arab Emirates (UAE), were allegedly abetting subversive activities in Mumbai, capital city of Maharashtra.",IND,the four suspects,suspects,person,,,NA
2959,1347,abducted,abduct,"On the same day, in separate incidents, NLTF terrorists abducted four people from North Tripura and Dhalai districts.",IND,four people from North Tripura and Dhalai districts,people and districts,person,,,NA
134306,66137,injured,injur,"In Bagerhat District, three people were injured as activists of Jatiyotabadi Chhatra Dal (JCD), the student wing of BNP and Bangladesh Chhatra League (BCL), the student front of AL clashed in Sharankhola sub-District on October 29.",BGD,three people,people,person,,,NA
